"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-06-26","0.02",",,S","86","H,,S","95",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-06-27","0.00",",,S","86","H,,S","96",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-06-28",,,"85","H,,S","95",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-06-29",,,"85","H,,S","96",",,S","80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-06-30",,,"88","H,,S","97",",,S","79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-01",,,"87","H,,S","96",",,S","80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-02",,,"87","H,,S","99",",,S","80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-03",,,"84","H,,S","95",",,S","79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-04",,,"86","H,,S","98",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-05",,,"87","H,,S","101",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-06","0.75",",,S","88","H,,S","100",",,S","71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-07","0.00",",,S","88","H,,S","101",",,S","79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-08",,,"89","H,,S","98",",,S","81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-09",,,"88","H,,S","97",",,S","81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-10","0.67",",,S","79","H,,S","89",",,S","72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-11","0.71",",,S","83","H,,S","92",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-12","0.28",",,S","83","H,,S","89",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-13","0.31",",,S","81","H,,S","90",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-14","0.31",",,S","81","H,,S","89",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-15","0.16",",,S","81","H,,S","87",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-16","0.28",",,S","81","H,,S","89",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-17","0.94",",,S","82","H,,S","90",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-18","5.04",",,S","80","H,,S","85",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-19","0.12",",,S","82","H,,S","87",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-20","0.00",",,S","81","H,,S","88",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-21","1.02",",,S","83","H,,S","87",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-22","0.00",",,S","81","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-23","1.42",",,S","78","H,,S","82",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-24","1.50",",,S","78","H,,S","81",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-25","1.10",",,S","78","H,,S","81",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-26","1.46",",,S","81","H,,S","84",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-27","0.00",",,S","82","H,,S","88",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-28",,,"83","H,,S","88",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-29",,,"83","H,,S","87",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-30",,,"83","H,,S","91",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-07-31",,,"83","H,,S","90",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-01",,,"83","H,,S","90",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-02",,,"84","H,,S","91",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-03",,,"84","H,,S","91",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-04",,,"84","H,,S","92",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-05",,,"84","H,,S","90",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-06",,,"84","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-07",,,"85","H,,S","92",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-08",,,"84","H,,S","91",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-09",,,"84","H,,S","92",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-10",,,"84","H,,S","92",",,S","79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-11",,,"84","H,,S","92",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-12",,,"85","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-13",,,"84","H,,S","92",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-14",,,"84","H,,S","91",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-15",,,"84","H,,S","92",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-16",,,"83","H,,S","90",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-17",,,"84","H,,S","92",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-18",,,"85","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-19",,,"85","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-20",,,"84","H,,S","95",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-21",,,"85","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-22",,,"85","H,,S","95",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-23",,,"86","H,,S","96",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-24",,,"86","H,,S","97",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-25",,,"86","H,,S","96",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-26",,,"86","H,,S","94",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-27",,,"85","H,,S","96",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-28",,,"83","H,,S","89",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-29","0.08",",,S","79","H,,S","92",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-30","4.84",",,S","78","H,,S","82",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-08-31","0.43",",,S","82","H,,S","88",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-01","0.03",",,S","83","H,,S","92",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-02","0.00",",,S","85","H,,S","94",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-03",,,"84","H,,S","91",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-04",,,"84","H,,S","92",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-05",,,"84","H,,S","92",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-06",,,"84","H,,S","92",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-07",,,"84","H,,S","93",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-08",,,"84","H,,S","92",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-09",,,"84","H,,S","93",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-10",,,"84","H,,S","93",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-11",,,"84","H,,S","93",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-12",,,"84","H,,S","94",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-13",,,"84","H,,S","93",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-14",,,"84","H,,S","94",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-15",,,"84","H,,S","94",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-16",,,"83","H,,S","93",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-17",,,"85","H,,S","95",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-18",,,"85","H,,S","95",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-19",,,"83","H,,S","93",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-20",,,"83","H,,S","94",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-21",,,"84","H,,S","96",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-22",,,"85","H,,S","98",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-23",,,"85","H,,S","98",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-24",,,"86","H,,S","96",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-25","0.16",",,S","85","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-26","0.00",",,S","84","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-27",,,"84","H,,S","94",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-28",,,"84","H,,S","94",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-29",,,"85","H,,S","95",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-09-30",,,"85","H,,S","96",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-01",,,"86","H,,S","99",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-02",,,"89","H,,S","101",",,S","76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-03",,,"89","H,,S","103",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-04",,,"87","H,,S","101",",,S","79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-05",,,"87","H,,S","99",",,S","78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-06",,,"85","H,,S","98",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-07",,,"84","H,,S","96",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-08",,,"83","H,,S","95",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-09",,,"83","H,,S","94",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-10",,,"83","H,,S","92",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-11",,,"83","H,,S","94",",,S","74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-12",,,"84","H,,S","96",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-13",,,"83","H,,S","94",",,S","71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-14",,,"83","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-15",,,"82","H,,S","95",",,S","70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-16",,,"85","H,,S","96",",,S","72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-17",,,"85","H,,S","98",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-18",,,"83","H,,S","96",",,S","72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-19",,,"81","H,,S","97",",,S","72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-20",,,"81","H,,S","95",",,S","70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-21",,,"82","H,,S","95",",,S","70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-22",,,"82","H,,S","98",",,S","68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-23",,,"82","H,,S","100",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-24",,,"81","H,,S","97",",,S","65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-25",,,"81","H,,S","99",",,S","66",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-26",,,"83","H,,S","98",",,S","65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-27",,,"84","H,,S","99",",,S","65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-28",,,"84","H,,S","98",",,S","68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-29",,,"86","H,,S","99",",,S","70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-30",,,"86","H,,S","100",",,S","73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-10-31",,,"86","H,,S","101",",,S","71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-01",,,"86","H,,S","101",",,S","70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-02",,,"89","H,,S","99",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-03",,,"84","H,,S","100",",,S","69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-04",,,"84","H,,S","99",",,S","68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-05",,,"83","H,,S","98",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-06",,,"84","H,,S","97",",,S","72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-07",,,"83","H,,S","97",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-08",,,"84","H,,S","98",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-09",,,"84","H,,S","98",",,S","69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-10",,,"80","H,,S","93",",,S","70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-11",,,"77","H,,S","83",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-12",,,"74","H,,S",,,"67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-13",,,"74","H,,S","85",",,S","66",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-14",,,"76","H,,S","89",",,S","66",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-15",,,"77","H,,S","89",",,S","65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-16",,,"76","H,,S","90",",,S","64",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-17",,,"75","H,,S","90",",,S","61",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-18",,,"75","H,,S","90",",,S","63",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-19",,,"77","H,,S","90",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-20",,,"79","H,,S","90",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-21",,,"76","H,,S","90",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-22",,,"76","H,,S","90",",,S","61",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-23",,,"76","H,,S","90",",,S","60",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-24",,,"77","H,,S","91",",,S","62",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-25",,,"75","H,,S","89",",,S","61",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-26",,,"75","H,,S","90",",,S","64",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-27",,,"75","H,,S","91",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-28",,,"79","H,,S","94",",,S","63",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-29",,,"78","H,,S","92",",,S","66",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-11-30",,,"76","H,,S","91",",,S","63",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-01",,,"75","H,,S","91",",,S","62",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-02",,,"75","H,,S","89",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-03",,,"75","H,,S","90",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-04",,,"74","H,,S","89",",,S","61",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-05",,,"73","H,,S","87",",,S","60",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-06",,,"71","H,,S","87",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-07",,,"69","H,,S","87",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-08",,,"69","H,,S","85",",,S","53",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-09",,,"72","H,,S","91",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-10",,,"72","H,,S","89",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-11",,,"72","H,,S","90",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-12",,,"72","H,,S","90",",,S","57",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-13",,,"73","H,,S","89",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-14",,,"74","H,,S","90",",,S","61",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-15",,,"74","H,,S","87",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-16",,,"71","H,,S","87",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-17",,,"70","H,,S","85",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-18",,,"69","H,,S","84",",,S","54",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-19",,,"74","H,,S","88",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-20",,,"78","H,,S","90",",,S","63",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-21",,,"77","H,,S","89",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-22",,,"75","H,,S","89",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-23",,,"74","H,,S","87",",,S","62",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-24",,,"73","H,,S","89",",,S","60",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-25",,,"73","H,,S","87",",,S","63",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-26",,,"69","H,,S","83",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-27",,,"68","H,,S","82",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-28",,,"69","H,,S","83",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-29",,,"71","H,,S","83",",,S","57",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-30",,,"69","H,,S","85",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2009-12-31",,,"70","H,,S","84",",,S","54",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-01",,,"73","H,,S","86",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-02",,,"73","H,,S","83",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-03",,,"70","H,,S","81",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-04",,,"66","H,,S","81",",,S","54",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-05",,,"67","H,,S","82",",,S","51",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-06",,,"70","H,,S","87",",,S","52",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-07",,,"70","H,,S","88",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-08",,,"74","H,,S","87",",,S","62",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-09",,,"71","H,,S","85",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-10",,,"69","H,,S","84",",,S","54",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-11",,,"71","H,,S","86",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-12",,,"68","H,,S","80",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-13",,,"64","H,,S","79",",,S","51",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-14",,,"69","H,,S",,,"51",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-15",,,"67","H,,S","80",",,S","51",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-16",,,"71","H,,S","87",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-17",,,"70","H,,S",,,"54",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-18",,,"71","H,,S","86",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-19",,,"71","H,,S","87",",,S","54",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-20",,,"74","H,,S","91",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-21",,,"75","H,,S","90",",,S","60",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-22",,,"74","H,,S","90",",,S","56",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-23",,,"73","H,,S","89",",,S","57",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-24",,,"71","H,,S","86",",,S","57",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-25",,,"71","H,,S","87",",,S","57",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-26",,,"72","H,,S","89",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-27",,,"74","H,,S","89",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-28",,,"73","H,,S","87",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-29",,,"74","H,,S","89",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-30",,,"75","H,,S","89",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-01-31",,,"74","H,,S","88",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-01",,,"71","H,,S","87",",,S","58",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-02",,,"74","H,,S","89",",,S","57",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-03",,,"76","H,,S","90",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-04",,,"78","H,,S","92",",,S","59",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-05",,,"80","H,,S","92",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-06",,,"81","H,,S","95",",,S","67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-07",,,"81","H,,S","95",",,S","68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-08",,,"77","H,,S","89",",,S","66",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-09",,,"71","H,,S","83",",,S",,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-10",,,"70","H,,S","85",",,S","52",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-11",,,"70","H,,S","86",",,S","55",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-12",,,"69","H,,S",,,"53",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-13",,,"70","H,,S","87",",,S","52",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2010-02-14",,,"70","H,,S","87",",,S","51",",,S"
