"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-06",,,"79","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-07",,,"81","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-08",,,"81","H,,S",,,"66",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-09",,,"81","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-10",,,"82","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-11",,,"83","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-12",,,"78","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-13",,,"78","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-14",,,"79","H,,S",,,"67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-15",,,"82","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-16",,,"83","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-17",,,"84","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-18",,,"84","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-19",,,"86","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-20",,,"86","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-21",,,"85","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-22",,,"87","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-23",,,"84","H,,S",,,"67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-24",,,"88","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-25",,,"85","H,,S","99",",,S","75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-26",,,"87","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-27",,,"86","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-28",,,"86","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-29",,,"86","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-30",,,"85","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-03-31",,,"83","H,,S",,,"68",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-01",,,"87","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-02",,,"87","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-03",,,"85","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-04",,,"83","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-05",,,"84","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-06",,,"85","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-07",,,"84","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-08",,,"84","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-09",,,"86","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-10",,,"87","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-11",,,"88","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-12",,,"87","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-13",,,"90","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-14",,,"90","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-15",,,"91","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-16",,,"87","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-17",,,"90","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-18",,,"90","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-19",,,"89","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-20",,,"89","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-21",,,"85","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-22",,,"90","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-23",,,"89","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-24",,,"89","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-25",,,"88","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-26",,,"91","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-27",,,"91","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-28",,,"94","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-04-30",,,"93","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-01",,,"94","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-02",,,"93","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-03",,,"91","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-04",,,"89","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-05",,,"91","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-06",,,"90","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-07",,,"93","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-08",,,"90","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-09",,,"92","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-10",,,"95","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-11",,,"94","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-12",,,"93","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-13",,,"96","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-14",,,"92","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-15",,,"93","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-16",,,"93","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-17",,,"97","H,,S","112",",,S","79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-18",,,"96","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-19",,,"96","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-20",,,"94","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-21",,,"93","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-22",,,"91","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-23",,,"92","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-24",,,"92","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-25",,,"93","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-26",,,"91","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-27",,,"92","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-28",,,"92","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-29",,,"91","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-30",,,"91","H,,S",,,"83",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-05-31",,,"93","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-01",,,"92","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-02",,,"95","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-03",,,"92","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-04",,,"94","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-05",,,"95","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-06",,,"94","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-07",,,"93","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-08",,,"96","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-09",,,"93","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-10",,,"92","H,,S",,,"83",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-11",,,"93","H,,S",,,"83",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-12",,,"91","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-13",,,"90","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-14",,,"90","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-15",,,"90","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-16",,,"90","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-17",,,"90","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-18",,,"90","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-19",,,"89","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-20",,,"89","H,,S",,,"82",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-21",,,"87","H,,S",,,"83",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-22",,,"89","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-23",,,"89","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-24","1.02",",,S","88","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-25","0.03",",,S","88","H,,S",,,,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-26","0.00",",,S","91","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-27",,,"87","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-28",,,"85","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-29",,,"84","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-06-30",,,"86","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-01","0.00",",,S","84","H,,S",,,"81",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-02","0.75",",,S","85","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-03","0.03",",,S","86","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-04","0.16",",,S","87","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-05","0.00",",,S","87","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-06",,,"87","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-07","0.01",",,S","87","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-08","0.04",",,S","85","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-09","0.00",",,S","85","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-10",,,"84","H,,S",,,"80",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-11",,,"86","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-12",,,"81","H,,S",,,,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-13",,,"81","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-14",,,"85","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-15",,,"84","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-16",,,"83","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-17",,,"82","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-18",,,"82","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-19",,,"81","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-20",,,"83","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-21",,,"85","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-22",,,"84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-23",,,"87","H,,S","96",",,S","77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-24",,,"86","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-25",,,"83","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-26",,,"85","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-27",,,"83","H,,S",,,"79",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-28",,,"83","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-29","0.28",",,S","78","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-30","0.63",",,S","78","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-07-31","3.70",",,S","78","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-01","2.28",",,S","81","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-02","0.00",",,S","82","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-03",,,"83","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-04",,,"81","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-05","0.59",",,S","78","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-06","4.49",",,S","79","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-07","0.12",",,S","77","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-08","0.08",",,S","80","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-09","0.12",",,S","79","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-10","0.63",",,S","80","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-11","0.00",",,S","81","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-12",,,"83","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-13",,,"83","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-14",,,"85","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-15",,,"83","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-16",,,"82","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-17",,,"84","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-18",,,"84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-19",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-20",,,"84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-21",,,"84","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-22","0.04",",,S","84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-23","0.00",",,S","82","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-24","0.04",",,S","77","H,,S",,,,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-25","0.87",",,S","81","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-26","0.01",",,S","79","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-27","0.63",",,S","82","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-28","0.24",",,S","83","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-29","0.12",",,S","82","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-30","0.08",",,S","82","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-08-31","0.47",",,S","82","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-01","0.00",",,S","83","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-02","0.24",",,S","80","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-03","0.00",",,S","81","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-04",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-05",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-06",,,"81","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-07",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-08",,,"82","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-09",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-10",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-11",,,"85","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-12",,,"84","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-13",,,"86","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-14",,,"85","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-15",,,"87","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-16",,,"85","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-17",,,"86","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-18","0.02",",,S","80","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-19","1.10",",,S","81","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-20","0.00",",,S","82","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-21",,,"83","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-22",,,"83","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-23",,,"84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-24",,,"82","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-25",,,"83","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-26",,,"83","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-27",,,"82","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-28",,,"83","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-29",,,"82","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-09-30",,,"83","H,,S",,,"74",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-01",,,"84","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-02","0.00",",,S","82","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-03","0.16",",,S","81","H,,S",,,,
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-04","0.91",",,S","79","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-05","0.91",",,S","78","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-06","0.31",",,S","82","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-07","0.00",",,S","84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-08",,,"85","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-09",,,"84","H,,S",,,"77",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-10",,,"83","H,,S",,,"76",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-11",,,"83","H,,S",,,"75",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-12",,,"81","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-13",,,"83","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-14",,,"81","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-15",,,"82","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-16",,,"86","H,,S",,,"73",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-17",,,"87","H,,S",,,"78",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-18",,,"82","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-19",,,"84","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-20",,,"82","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-21",,,"83","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-22",,,"82","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-23",,,"79","H,,S",,,"72",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-24",,,"82","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-25",,,"81","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-26",,,"82","H,,S",,,"71",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-27",,,"83","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-28",,,"85","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-29",,,"84","H,,S",,,"70",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-30",,,"81","H,,S",,,"67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-10-31",,,"81","H,,S",,,"67",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-11-01",,,"82","H,,S",,,"69",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-11-02",,,"83","H,,S",,,"65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-11-03",,,"78","H,,S",,,"65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-11-04",,,"77","H,,S","94",",,S","65",",,S"
"IN005150100","RAJKOT, IN","22.3","70.783","138.0","2016-11-05",,,"81","H,,S",,,"64",",,S"
